STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,centroid_lat,centroid_lon,area_sqkm,tract_name,total_population,median_income,median_age,state,county,tract,total_households,households_no_vehicle,poverty_rate,pct_no_vehicle,pop_density_per_sqkm,nearest_facility_km,nearest_facility_index,avg_3_nearest_km,distance_score,access_score
6,37,204920,6037204920,1400000US06037204920,2049.2,Census Tract 2049.20,G5020,S,909972,0,34.0175004,-118.1974975,34.0175004210624,-118.19749758309932,1.3278700056447152,Census Tract 2049.20; Los Angeles County; California,2623,67083,35.6,6,37,204920,687,103,19.9,14.992721979621544,1975.3439635278648,0.87401410443544,3170,0.9661543497559674,98.67619919478189,98.67619919478189
6,37,108203,6037108203,1400000US06037108203,1082.03,Census Tract 1082.03,G5020,S,1372380,0,34.2930831,-118.5616551,34.29308310656511,-118.56165496505275,2.015621738654877,Census Tract 1082.03; Los Angeles County; California,3170,134917,50.6,6,37,108203,1156,16,4.6,1.384083044982699,1572.715722998451,2.1484011355303285,1924,2.187851680224001,96.74598483169372,96.74598483169372
6,37,920121,6037920121,1400000US06037920121,9201.21,Census Tract 9201.21,G5020,S,12187583,13278,34.4468472,-118.5765302,34.44641285439015,-118.57626427849767,17.984576613222355,Census Tract 9201.21; Los Angeles County; California,10241,148977,37.2,6,37,920121,3142,11,5.5,0.3500954805856143,569.4323653118842,0.4094398318491764,1269,0.49420878315440314,99.37985350998379,99.37985350998379
6,37,231901,6037231901,1400000US06037231901,2319.01,Census Tract 2319.01,G5020,S,244763,0,33.9983026,-118.2761377,33.99830259470473,-118.27613771751771,0.3570086284984663,Census Tract 2319.01; Los Angeles County; California,2867,49271,40.5,6,37,231901,737,143,20.6,19.402985074626866,8030.61822919587,0.654515796201023,3206,1.1458480959313428,99.00865611476767,99.00865611476767
6,37,132301,6037132301,1400000US06037132301,1323.01,Census Tract 1323.01,G5020,S,631000,0,34.1992573,-118.5273425,34.199257157879245,-118.52734249810688,0.924704335058782,Census Tract 1323.01; Los Angeles County; California,3689,59484,32.4,6,37,132301,1353,195,19.4,14.412416851441243,3989.383265695944,0.18421357483176,3408,0.20511866788257205,99.72098610599436,99.72098610599436
6,37,232402,6037232402,1400000US06037232402,2324.02,Census Tract 2324.02,G5020,S,543260,0,33.998535,-118.3135729,33.99853506238595,-118.3135729718882,0.7923956885845566,Census Tract 2324.02; Los Angeles County; California,3095,42465,42.5,6,37,232402,963,73,24.0,7.580477673935618,3905.876880184126,0.3473903897494511,83,1.1520798199406241,99.47383494689436,99.47383494689436
6,37,135204,6037135204,1400000US06037135204,1352.04,Census Tract 1352.04,G5020,S,1857531,0,34.1890902,-118.6495411,34.1890902945363,-118.6495411541582,2.721491591665488,Census Tract 1352.04; Los Angeles County; California,4481,112765,46.3,6,37,135204,1639,0,2.6,0.0,1646.523551174279,0.6087003070492476,4059,1.154613003326754,99.07804925284496,99.07804925284496
6,37,460101,6037460101,1400000US06037460101,4601.01,Census Tract 4601.01,G5020,S,5682185,16289,34.1920485,-118.1161844,34.19256695406547,-118.11552992182304,8.349588452516063,Census Tract 4601.01; Los Angeles County; California,5817,175099,55.9,6,37,460101,2313,27,2.2,1.1673151750972763,696.681043991708,2.5191745993660106,3049,2.546846459562921,96.1844032651168,96.1844032651168
6,37,132302,6037132302,1400000US06037132302,1323.02,Census Tract 1323.02,G5020,S,647601,0,34.1956759,-118.5273085,34.195675845063136,-118.52730853441008,0.9489590992314282,Census Tract 1323.02; Los Angeles County; California,3178,86464,37.1,6,37,132302,958,16,6.3,1.670146137787056,3348.932533102739,0.5740398066853644,3408,0.5969837010063667,99.13054680186404,99.13054680186404
6,37,135115,6037135115,1400000US06037135115,1351.15,Census Tract 1351.15,G5020,S,331039,2486,34.1846696,-118.6097925,34.18468195591898,-118.61014799012015,0.4886018642409865,Census Tract 1351.15; Los Angeles County; California,3212,86169,33.8,6,37,135115,1441,97,4.1,6.731436502428869,6573.859485758713,0.2808873932728921,2456,0.53313676041346,99.57456183429619,99.57456183429619
6,37,134907,6037134907,1400000US06037134907,1349.07,Census Tract 1349.07,G5020,S,391494,0,34.1909915,-118.5939054,34.19099145965255,-118.593905437442,0.5736115223930841,Census Tract 1349.07; Los Angeles County; California,3635,99342,29.3,6,37,134907,1696,36,22.5,2.1226415094339623,6337.041461152884,0.2416894181566247,1860,0.30162651585704964,99.63393194143578,99.63393194143578
6,37,195100,6037195100,1400000US06037195100,1951.0,Census Tract 1951,G5020,S,1566301,329063,34.1022274,-118.2669741,34.10082490791618,-118.26681957962352,2.771178249727017,Census Tract 1951; Los Angeles County; California,5042,160804,45.9,6,37,195100,2177,84,5.4,3.858520900321544,1819.4426866971392,0.7597271782550494,3052,0.8822525160855257,98.84930066320868,98.84930066320868
6,37,119003,6037119003,1400000US06037119003,1190.03,Census Tract 1190.03,G5020,S,842110,9604,34.2501205,-118.4331362,34.25036767749441,-118.43283011295078,1.2496542800810957,Census Tract 1190.03; Los Angeles County; California,3895,106625,35.9,6,37,119003,844,17,7.3,2.014218009478673,3116.862049035863,0.8547667624748417,4248,0.9427674761886057,98.70535163826816,98.70535163826816
6,37,111401,6037111401,1400000US06037111401,1114.01,Census Tract 1114.01,G5020,S,840800,0,34.2539293,-118.4966913,34.253929272378386,-118.49669130539226,1.233747092319265,Census Tract 1114.01; Los Angeles County; California,2293,130729,38.1,6,37,111401,674,37,3.3,5.489614243323442,1858.5656770947223,0.38925188925824333,4389,0.3914460951831693,99.41043060767815,99.41043060767815
6,37,103401,6037103401,1400000US06037103401,1034.01,Census Tract 1034.01,G5020,S,1401638,0,34.2539688,-118.3183847,34.25396878045649,-118.31838499500851,2.0566959741320296,Census Tract 1034.01; Los Angeles County; California,2391,96884,42.6,6,37,103401,960,11,4.3,1.1458333333333333,1162.5442117224225,0.604403070400064,2647,0.6529160350556611,99.08455794110014,99.08455794110014
6,37,207400,6037207400,1400000US06037207400,2074.0,Census Tract 2074,G5020,S,862957,6458,34.0562223,-118.246642,34.05577402791043,-118.245590047479,1.2698160880658118,Census Tract 2074; Los Angeles County; California,2091,59703,30.5,6,37,207400,763,60,31.7,7.863695937090433,1646.6951550322678,0.6568481960395635,451,0.6939257466118502,99.0051234111549,99.0051234111549
6,37,192410,6037192410,1400000US06037192410,1924.1,Census Tract 1924.10,G5020,S,683899,0,34.0798577,-118.3181008,34.07985775398326,-118.31810077888603,0.9994282896410372,Census Tract 1924.10; Los Angeles County; California,4066,111250,40.4,6,37,192410,1891,90,6.2,4.759386567953464,4068.3259040629896,0.6220411021814347,843,0.769312776212384,99.05784299387429,99.05784299387429
6,37,192510,6037192510,1400000US06037192510,1925.1,Census Tract 1925.10,G5020,S,340747,0,34.079869,-118.3068568,34.079869053598124,-118.30685681034308,0.4979564421411299,Census Tract 1925.10; Los Angeles County; California,3711,62963,38.0,6,37,192510,1234,137,20.7,11.102106969205837,7452.459062570447,0.37874179487699394,128,0.43858313179429814,99.42634942561736,99.42634942561736
6,37,192520,6037192520,1400000US06037192520,1925.2,Census Tract 1925.20,G5020,S,307803,0,34.0799255,-118.3024972,34.079925531413075,-118.3024971592302,0.4498150400002746,Census Tract 1925.20; Los Angeles County; California,5119,61711,32.2,6,37,192520,1574,138,18.5,8.767471410419315,11380.233084240304,0.46499937532128016,361,0.6850521575821715,99.29570181493371,99.29570181493371
6,37,192610,6037192610,1400000US06037192610,1926.1,Census Tract 1926.10,G5020,S,415408,0,34.081365,-118.2961539,34.081364956568095,-118.29615394220212,0.6070821732410426,Census Tract 1926.10; Los Angeles County; California,3958,47056,30.7,6,37,192610,1469,302,22.2,20.558202859087817,6519.710468303394,0.735477012848529,1626,0.8029414948844421,98.88603049208548,98.88603049208548
6,37,192700,6037192700,1400000US06037192700,1927.0,Census Tract 1927,G5020,S,531211,0,34.0800134,-118.2881064,34.080013402697304,-118.28810634802022,0.7762941124682259,Census Tract 1927; Los Angeles County; California,3234,54775,36.5,6,37,192700,1258,277,23.6,22.01907790143084,4165.9468338842635,0.3412643116715206,570,0.516826025314263,99.48311363822351,99.48311363822351
6,37,194500,6037194500,1400000US06037194500,1945.0,Census Tract 1945,G5020,S,685341,0,34.0781753,-118.3695958,34.07817520929145,-118.36959580518878,1.0014922567214406,Census Tract 1945; Los Angeles County; California,2011,119762,40.0,6,37,194500,990,96,6.8,9.696969696969695,2008.0035432159596,0.25552391789753104,2819,0.3578578796325786,99.61297790670811,99.61297790670811
6,37,195300,6037195300,1400000US06037195300,1953.0,Census Tract 1953,G5020,S,580349,0,34.0992506,-118.2836893,34.099250547104624,-118.2836893684636,0.8484900079339441,Census Tract 1953; Los Angeles County; California,2903,96298,35.9,6,37,195300,1449,105,12.6,7.246376811594203,3421.372052534532,0.3730822821131668,4165,0.45058869391603756,99.43492144695647,99.43492144695647
6,37,275604,6037275604,1400000US06037275604,2756.04,Census Tract 2756.04,G5020,S,1550434,0,33.975793,-118.4154909,33.97579291529043,-118.41549017401977,2.260252974822727,Census Tract 2756.04; Los Angeles County; California,10065,173795,36.3,6,37,275604,4770,258,3.7,5.4088050314465415,4453.0413684288615,0.5385966951231006,2260,1.244077279823275,99.18422971085539,99.18422971085539
6,37,137501,6037137501,1400000US06037137501,1375.01,Census Tract 1375.01,G5020,S,2514414,0,34.1649344,-118.5768036,34.16493436316851,-118.5768032476256,3.681808395889598,Census Tract 1375.01; Los Angeles County; California,5426,112800,35.3,6,37,137501,2026,135,14.0,6.663376110562686,1473.7323121044624,0.44596203124051453,4475,0.4591672349949795,99.32453619105583,99.32453619105583
6,37,137502,6037137502,1400000US06037137502,1375.02,Census Tract 1375.02,G5020,S,2090222,0,34.1634518,-118.5976927,34.16345184185296,-118.59769271665206,3.060562712456015,Census Tract 1375.02; Los Angeles County; California,4432,129395,46.2,6,37,137502,1695,93,5.6,5.486725663716814,1448.099717729177,0.4147562928415493,3009,0.4600561825987117,99.37180108233198,99.37180108233198
6,37,195500,6037195500,1400000US06037195500,1955.0,Census Tract 1955,G5020,S,1215212,0,34.0881865,-118.2646124,34.08818653959298,-118.26461225213627,1.776213565631001,Census Tract 1955; Los Angeles County; California,5010,116815,39.6,6,37,195500,2387,179,4.6,7.498952660242983,2820.6067653920854,0.9807901849228486,3642,1.028919173882742,98.51447381688475,98.51447381688475
6,37,195600,6037195600,1400000US06037195600,1956.0,Census Tract 1956,G5020,S,527583,0,34.0808254,-118.2655482,34.08082542171982,-118.265548242592,0.7710063105057761,Census Tract 1956; Los Angeles County; California,2707,61842,36.4,6,37,195600,1180,138,27.2,11.694915254237287,3510.995906407332,0.5636512799185498,3692,0.6328524401204582,99.14628149084577,99.14628149084577
6,37,195710,6037195710,1400000US06037195710,1957.1,Census Tract 1957.10,G5020,S,483410,0,34.0747292,-118.2686024,34.0747291991298,-118.26860232881624,0.7063541082729984,Census Tract 1957.10; Los Angeles County; California,4860,66520,34.7,6,37,195710,1525,212,35.8,13.901639344262296,6880.40168957531,0.5322605336397958,4315,0.7012934805181166,99.19382659908753,99.19382659908753
6,37,195720,6037195720,1400000US06037195720,1957.2,Census Tract 1957.20,G5020,S,288980,0,34.0737571,-118.2633774,34.07375715415908,-118.26337737300696,0.4222466358912231,Census Tract 1957.20; Los Angeles County; California,1795,70075,34.8,6,37,195720,845,64,18.5,7.573964497041421,4251.069984752746,0.5032384399791189,4433,0.6451569691829647,99.23778409446679,99.23778409446679
6,37,195802,6037195802,1400000US06037195802,1958.02,Census Tract 1958.02,G5020,S,402524,0,34.0756705,-118.277696,34.07567052073068,-118.27769607276464,0.5881759169317564,Census Tract 1958.02; Los Angeles County; California,2958,77216,35.8,6,37,195802,1075,133,14.9,12.372093023255816,5029.107644241076,0.2961118451135669,3047,0.3474650146809039,99.55150254783456,99.55150254783456
6,37,137504,6037137504,1400000US06037137504,1375.04,Census Tract 1375.04,G5020,S,3837562,0,34.1480383,-118.5720594,34.14803912013722,-118.57205925389025,5.617049743534174,Census Tract 1375.04; Los Angeles County; California,1983,203750,43.4,6,37,137504,662,19,1.8,2.8700906344410875,353.0323017492671,2.345813257393033,4475,2.3669672209155195,96.44698013079079,96.44698013079079
6,37,138000,6037138000,1400000US06037138000,1380.0,Census Tract 1380,G5020,S,4472196,0,34.1488008,-118.5910495,34.1488009427023,-118.59104974825708,6.546085532487992,Census Tract 1380; Los Angeles County; California,4826,130690,46.7,6,37,138000,1832,24,5.7,1.310043668122271,737.234485563736,1.8747134086786454,1271,1.9159821805575732,97.16051822577276,97.16051822577276
6,37,139200,6037139200,1400000US06037139200,1392.0,Census Tract 1392,G5020,S,1152028,0,34.1756961,-118.5246446,34.175696137357015,-118.52464464274092,1.687311624586199,Census Tract 1392; Los Angeles County; California,5946,94250,43.3,6,37,139200,2294,77,8.2,3.356582388840453,3523.9489335339663,0.9612246380610819,1479,1.002616193101287,98.54410822044721,98.54410822044721
6,37,143200,6037143200,1400000US06037143200,1432.0,Census Tract 1432,G5020,S,957092,0,34.1494399,-118.3720618,34.14943991203544,-118.37206189584948,1.4009490228931003,Census Tract 1432; Los Angeles County; California,4235,84513,37.4,6,37,143200,2065,104,9.6,5.036319612590799,3022.9508217610232,0.4568290232824113,1482,0.5184649855062206,99.30807680814385,99.30807680814385
6,37,201301,6037201301,1400000US06037201301,2013.01,Census Tract 2013.01,G5020,S,866189,0,34.0882421,-118.1878388,34.08824222648809,-118.18783874239485,1.2660656355724855,Census Tract 2013.01; Los Angeles County; California,3433,87574,39.6,6,37,201301,1077,144,14.3,13.370473537604456,2711.5497834736484,0.4724048982995406,4299,0.8954530398197894,99.2844852484825,99.2844852484825
6,37,201302,6037201302,1400000US06037201302,2013.02,Census Tract 2013.02,G5020,S,991726,0,34.097882,-118.1838819,34.09788210297796,-118.1838817742486,1.449883214110539,Census Tract 2013.02; Los Angeles County; California,4001,110682,44.5,6,37,201302,1870,36,9.7,1.9251336898395723,2759.5326030824463,1.4199803494915841,556,1.5415414568580792,97.84926682474413,97.84926682474413
6,37,201401,6037201401,1400000US06037201401,2014.01,Census Tract 2014.01,G5020,S,1279501,28686,34.0782936,-118.1857852,34.08021135565023,-118.1848248203234,1.91176169530247,Census Tract 2014.01; Los Angeles County; California,4632,67404,31.6,6,37,201401,1302,128,24.3,9.831029185867896,2422.896123183986,0.5817294406223842,4299,0.7859225213811379,99.11889991476461,99.11889991476461
6,37,201402,6037201402,1400000US06037201402,2014.02,Census Tract 2014.02,G5020,S,1941232,0,34.0689106,-118.1877681,34.06891069082976,-118.18776810564913,2.836119972537223,Census Tract 2014.02; Los Angeles County; California,4445,75391,43.5,6,37,201402,1501,113,18.6,7.528314457028648,1567.2820765841775,0.9124427850920168,4221,1.3397430946229554,98.61799427779202,98.61799427779202
6,37,236001,6037236001,1400000US06037236001,2360.01,Census Tract 2360.01,G5020,S,2134409,68544,34.0168971,-118.3717636,34.01575182884188,-118.36452766724231,3.214499860720156,Census Tract 2360.01; Los Angeles County; California,4207,109598,49.0,6,37,236001,1961,133,5.8,6.782253952065273,1308.7572506714905,0.9718180474187946,2984,1.0043261707694946,98.52806321182942,98.52806321182942
6,37,236102,6037236102,1400000US06037236102,2361.02,Census Tract 2361.02,G5020,S,498051,0,34.0099782,-118.3409807,34.00997813766372,-118.3409807277298,0.7266449128107162,Census Tract 2361.02; Los Angeles County; California,3573,56974,40.7,6,37,236102,1849,247,17.5,13.358572201189832,4917.119678412627,0.23902797684747898,241,0.4433033305117509,99.63796301842893,99.63796301842893
6,37,409100,6037409100,1400000US06037409100,4091.0,Census Tract 4091,G5020,S,1557420,0,34.0091681,-117.9626924,34.00916792360401,-117.96269281425018,2.272209709783606,Census Tract 4091; Los Angeles County; California,5470,86950,39.7,6,37,409100,1385,128,18.3,9.24187725631769,2407.3482198616857,0.2651399287439622,1247,0.9357344251080439,99.59841328717064,99.59841328717064
6,37,234301,6037234301,1400000US06037234301,2343.01,Census Tract 2343.01,G5020,S,503984,0,34.00781,-118.3313568,34.007810020382536,-118.33135675230818,0.735267086313859,Census Tract 2343.01; Los Angeles County; California,1684,42295,38.1,6,37,234301,999,139,11.4,13.913913913913914,2290.3241983024946,0.4067831539968354,49,0.5676135670788445,99.38387737214148,99.38387737214148
6,37,231601,6037231601,1400000US06037231601,2316.01,Census Tract 2316.01,G5020,S,319388,0,34.00727,-118.3023599,34.007270050305635,-118.30235988605236,0.465952055387981,Census Tract 2316.01; Los Angeles County; California,2448,75131,42.3,6,37,231601,738,41,14.1,5.555555555555555,5253.759419435635,1.0976942416410567,3710,1.1134821791328349,98.33740838552445,98.33740838552445
6,37,231603,6037231603,1400000US06037231603,2316.03,Census Tract 2316.03,G5020,S,320263,0,34.0072782,-118.2937148,34.0072782897075,-118.2937148162177,0.4672290687899823,Census Tract 2316.03; Los Angeles County; California,2788,45037,32.7,6,37,231603,745,123,35.2,16.51006711409396,5967.094485838156,0.32646427562495944,620,0.38383370584630677,99.50553009527641,99.50553009527641
6,37,234001,6037234001,1400000US06037234001,2340.01,Census Tract 2340.01,G5020,S,677242,0,34.0126054,-118.3235438,34.012605630093205,-118.32354386175798,0.9881432596472826,Census Tract 2340.01; Los Angeles County; California,2379,72743,46.7,6,37,234001,977,106,11.0,10.849539406345956,2407.545643583283,0.5959585238171482,2593,0.986428416889173,99.09734823534073,99.09734823534073
6,37,236205,6037236205,1400000US06037236205,2362.05,Census Tract 2362.05,G5020,S,166993,0,34.0154268,-118.3522256,34.01542686786378,-118.35222557965142,0.2436716175578244,Census Tract 2362.05; Los Angeles County; California,3421,27727,27.1,6,37,236205,1260,413,33.8,32.77777777777778,14039.386426234809,0.5377845979774827,774,0.571829139115125,99.18545973088577,99.18545973088577
6,37,206051,6037206051,1400000US06037206051,2060.51,Census Tract 2060.51,G5020,S,3681803,48976,34.027277,-118.2328862,34.027485637474754,-118.23246928562344,5.4453634850990555,Census Tract 2060.51; Los Angeles County; California,1325,128000,36.6,6,37,206051,882,42,5.0,4.761904761904762,243.3262726401628,1.6491365080151301,2594,1.9114354256738455,97.5021819142894,97.5021819142894
6,37,231301,6037231301,1400000US06037231301,2313.01,Census Tract 2313.01,G5020,S,233928,0,34.0153549,-118.3020819,34.01535494739892,-118.30208191375932,0.3413394089344757,Census Tract 2313.01; Los Angeles County; California,2479,56875,36.5,6,37,231301,788,108,13.5,13.705583756345176,7262.566041637092,0.7621516439356353,4160,0.8614381312571414,98.84562851466566,98.84562851466566
6,37,231302,6037231302,1400000US06037231302,2313.02,Census Tract 2313.02,G5020,S,423524,0,34.0140532,-118.3058946,34.014053241963396,-118.30589463886947,0.6179741477821955,Census Tract 2313.02; Los Angeles County; California,3117,57314,33.7,6,37,231302,820,62,6.3,7.560975609756097,5043.900317167611,0.374742005605577,3710,0.7461920183625725,99.43240759359352,99.43240759359352
6,37,532607,6037532607,1400000US06037532607,5326.07,Census Tract 5326.07,G5020,S,1102638,902,33.9846156,-118.2333907,33.984498090665745,-118.233244985707,1.6090911790972369,Census Tract 5326.07; Los Angeles County; California,4943,47566,33.8,6,37,532607,1378,185,17.6,13.425253991291727,3071.920388484894,0.686449884462947,1149,0.7881409857948422,98.96028804892009,98.96028804892009
6,37,502700,6037502700,1400000US06037502700,5027.0,Census Tract 5027,G5020,S,6945743,0,33.9547947,-118.0715453,33.95479478180878,-118.07154498777642,10.120676094071806,Census Tract 5027; Los Angeles County; California,7269,89079,36.8,6,37,502700,2008,75,7.0,3.735059760956175,718.2326489292373,0.7810107800930562,2472,1.0014167036659394,98.81706405614695,98.81706405614695
6,37,530007,6037530007,1400000US06037530007,5300.07,Census Tract 5300.07,G5020,S,4850739,5565,34.0255882,-118.0902015,34.02633019719387,-118.08942497453536,7.087959803994538,Census Tract 5300.07; Los Angeles County; California,6539,86943,41.4,6,37,530007,2109,57,8.5,2.702702702702702,922.5503785045222,1.3989760027017062,3909,1.530041421748729,97.88108046602567,97.88108046602567
6,37,271804,6037271804,1400000US06037271804,2718.04,Census Tract 2718.04,G5020,S,348810,0,34.0201691,-118.4138661,34.02016912502662,-118.41386610257194,0.5090282280012963,Census Tract 2718.04; Los Angeles County; California,2414,91863,34.5,6,37,271804,1024,0,3.8,0.0,4742.369611757273,0.5248432135054221,3449,0.6730662687276308,99.20506103376842,99.20506103376842
6,37,551002,6037551002,1400000US06037551002,5510.02,Census Tract 5510.02,G5020,S,971988,0,33.9414237,-118.1143227,33.941423747655115,-118.11432273899676,1.4158466495676023,Census Tract 5510.02; Los Angeles County; California,4250,105179,38.8,6,37,551002,1390,76,3.7,5.467625899280575,3001.7375125321264,0.8846210786711961,2751,1.220654513653595,98.66013364050427,98.66013364050427
6,37,276608,6037276608,1400000US06037276608,2766.08,Census Tract 2766.08,G5020,S,360279,0,33.9577155,-118.4293504,33.95771552011191,-118.42935044591556,0.5249991193009432,Census Tract 2766.08; Los Angeles County; California,2141,111331,41.5,6,37,276608,1111,46,10.4,4.14041404140414,4078.102079201247,0.30401495812372115,3475,2.0602328972862987,99.53953232067978,99.53953232067978
6,37,502901,6037502901,1400000US06037502901,5029.01,Census Tract 5029.01,G5020,S,1247226,0,33.9459765,-118.0409409,33.94597654897525,-118.04094090413015,1.8169671079384224,Census Tract 5029.01; Los Angeles County; California,5821,111149,37.2,6,37,502901,1562,96,5.5,6.1459667093469905,3203.690355520335,1.510110851140793,1931,1.9291972018950532,97.71275320322196,97.71275320322196
6,37,550801,6037550801,1400000US06037550801,5508.01,Census Tract 5508.01,G5020,S,1587080,0,33.9508037,-118.1392048,33.950803776003134,-118.13920476925398,2.3123227789108016,Census Tract 5508.01; Los Angeles County; California,4686,91069,38.7,6,37,550801,1580,57,8.0,3.607594936708861,2026.5336841110463,0.48409299652208115,692,0.6019357263237954,99.26678220025943,99.26678220025943
6,37,502604,6037502604,1400000US06037502604,5026.04,Census Tract 5026.04,G5020,S,851708,130302,33.9565893,-118.0939098,33.95624635541704,-118.094635367387,1.4309409492300806,Census Tract 5026.04; Los Angeles County; California,3907,105139,43.3,6,37,502604,1114,19,6.0,1.7055655296229804,2730.371230274852,1.101323377735621,3894,1.582230917139558,98.3319116169256,98.3319116169256
6,37,275312,6037275312,1400000US06037275312,2753.12,Census Tract 2753.12,G5020,S,783490,38298,33.9798033,-118.4332118,33.98026857014366,-118.43293270836864,1.198139322950042,Census Tract 2753.12; Los Angeles County; California,1991,146389,33.4,6,37,275312,1034,15,1.1,1.4506769825918762,1661.7433063608894,0.6246557815314226,2764,0.6848484121213616,99.05388274356329,99.05388274356329
6,37,550502,6037550502,1400000US06037550502,5505.02,Census Tract 5505.02,G5020,S,1748455,28328,33.9485103,-118.1075693,33.94815082365055,-118.10759315596884,2.588551433748889,Census Tract 5505.02; Los Angeles County; California,4225,151688,43.6,6,37,550502,1247,0,2.0,0.0,1632.1870003877466,0.8739681036062061,2751,1.1124338763058261,98.6762688686401,98.6762688686401
6,37,276102,6037276102,1400000US06037276102,2761.02,Census Tract 2761.02,G5020,S,658635,0,33.9761861,-118.3703576,33.97618626588007,-118.37035729303976,0.9601864307124008,Census Tract 2761.02; Los Angeles County; California,3262,76962,39.9,6,37,276102,1606,206,9.3,12.826899128268993,3397.256923928608,0.05232558105791337,1249,0.6650813675508218,99.92074653488262,99.92074653488262
